Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CASI,"CASI Pharmaceuticals, Inc.",2.37,161511800.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/casi
CATB,"Catabasis Pharmaceuticals, Inc.",2.31,51932807.85,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/catb
CTLT,"Catalent, Inc.",42.96,5389579879,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctlt
CBIO,"Catalyst Biosciences, Inc. ",5.03,21682121.83,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbio
CPRX,"Catalyst Pharmaceuticals, Inc.",2.76,233371742,n/a,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cprx
CATS,"Catasys, Inc.",3.61,57359907.31,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cats
CELC,Celcuity Inc.,16.24,157886092,n/a,2017,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/celc
CELG,Celgene Corporation,121.33,94922607034,n/a,1987,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celg
CELGZ,Celgene Corporation,1.51,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celgz
CLDX,"Celldex Therapeutics, Inc.",2.92,374758012.2,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/cldx
CLRB,"Cellectar Biosciences, Inc.",1.62,25618616.82,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrb
CLRBW,"Cellectar Biosciences, Inc.",0.15,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbw
CLRBZ,"Cellectar Biosciences, Inc.",0.6519,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbz
CLLS,Cellectis S.A.,30.39,247064409.3,8129793,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/clls
CBMG,"Cellular Biomedicine Group, Inc.",9.6,135444374.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbmg
CVM,Cel-Sci Corporation,1.8693,18847024.71,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cvm
CLSN,Celsion Corporation,3.76,31400970.72,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clsn
CYAD,Celyad SA,62.5,33796812.5,540749,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyad
CEMP,"Cempra, Inc.",2.8,147025986.8,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cemp
CNC,Centene Corporation,96.5,16643900515,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cnc
CERC,Cerecor Inc.,0.92,23970468.44,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cerc
CERCW,Cerecor Inc.,0.036,0,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cercw
CERS,Cerus Corporation,2.99,326322276.2,n/a,1997,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cers
CSBR,"Champions Oncology, Inc.",3.21,35264950.86,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/csbr
CRL,"Charles River Laboratories International, Inc.",115.17,5481377946,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/crl
CHEK,Check-Cap Ltd.,1.67,28356341.15,n/a,2015,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/chek
CHEKW,Check-Cap Ltd.,0.478,0,n/a,2015,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/chekw
CKPT,"Checkpoint Therapeutics, Inc.",6.25,158553593.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ckpt
CEMI,"Chembio Diagnostics, Inc.",6.5,80009293,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cemi
CHE,Chemed Corp.,210.2,3361492756,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/che
CCXI,"ChemoCentryx, Inc.",7.03,342408867.3,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ccxi
CHFS,"CHF Solutions, Inc.",7.06,220914.46,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/chfs
CHMA,"Chiasma, Inc.",2.5,60898960,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/chma
CMRX,"Chimerix, Inc.",5.07,238524883,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cmrx
CBPO,"China Biologic Products Holdings, Inc.",80.06,2210403840,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbpo
CPHI,"China Pharma Holdings, Inc.",0.16,6972729.12,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cphi
CDTX,"Cidara Therapeutics, Inc.",7.5,126473212.5,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cdtx
CI,Cigna Corporation,191.42,48195367922,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ci
CTXR,"Citius Pharmaceuticals, Inc.",2.8,23107834.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctxr
CTXRW,"Citius Pharmaceuticals, Inc.",0.55,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctxrw
CIVI,"Civitas Solutions, Inc.",18.45,689345966.3,n/a,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/civi
CLSD,"Clearside Biomedical, Inc.",7.9,200158207.8,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clsd
CMTA,Clementia Pharmaceuticals Inc.,16.08,490867470.7,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cmta
CBLI,"Cleveland BioLabs, Inc.",3.1035,35006964.82,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/cbli
CLVS,"Clovis Oncology, Inc.",77.5,3788149935,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs
CODX,"Co-Diagnostics, Inc.",6.14,73176366.5,n/a,2017,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/codx
CGNT,"Cogentix Medical, Inc.",2.89,176043708.4,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cgnt
CHRS,"Coherus BioSciences, Inc.",13.7,793439651.1,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chrs
COLL,"Collegium Pharmaceutical, Inc.",11.74,347116286.5,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/coll
CBMX,CombiMatrix Corporation,7.95,23203871.7,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cbmx
CBMXW,CombiMatrix Corporation,2.7,0,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cbmxw
CYH,"Community Health Systems, Inc.",6.44,739045879.9,n/a,2000,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyh
CYHHZ,"Community Health Systems, Inc.",0.0112,0,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz
CGEN,Compugen Ltd.,3.75,191744085,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cgen
CNAT,Conatus Pharmaceuticals Inc.,5.06,151824900.3,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnat
CNCE,"Concert Pharmaceuticals, Inc.",16.09,365036838.8,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnce
CCM,Concord Medical Services Holdings Limited,3.75,162614970,n/a,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/ccm
CXRX,Concordia International Corp.,0.57,29231124.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cxrx
CFMS,"ConforMIS, Inc.",3.61,162469010.3,n/a,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/cfms
CNMD,CONMED Corporation,53.29,1488077474,n/a,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd
CFRX,ContraFect Corporation,1.04,76602246.24,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrx
CTRV,ContraVir Pharmaceuticals Inc,0.7252,56566927.84,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctrv
COO,"Cooper Companies, Inc. (The)",235.35,11520203634,n/a,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/coo
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",7.775,390464465.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crbp
CORT,Corcept Therapeutics Incorporated,18.39,2085385560,n/a,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort
CVRS,"Corindus Vascular Robotics, Inc.",1.15,215391335,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cvrs
CORI,"Corium International, Inc.",10.22,365289934.1,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori
CRMD,CorMedix Inc,0.609,37592132.15,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crmd
CRVS,"Corvus Pharmaceuticals, Inc.",14.78,309412116.9,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crvs
CRHM,CRH Medical Corporation,2.35,174140259.3,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/crhm
CRSP,CRISPR Therapeutics AG,19.07,774083127.8,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/crsp
CRY,"CryoLife, Inc.",20.4,687399542.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cry
CTIC,CTI BioPharma Corp.,3.29,141411352.5,n/a,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic
CPIX,Cumberland Pharmaceuticals Inc.,7.4,117634677.2,n/a,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CRIS,"Curis, Inc.",1.57,225889959.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",39.2,548998469.6,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVS,CVS Health Corporation,76.49,77757036045,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/cvs
CYCC,"Cyclacel Pharmaceuticals, Inc.",1.89,21546844.83,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",6.2,2078692.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CBAY,CymaBay Therapeutics Inc.,8.14,356181719.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay
CYTK,"Cytokinetics, Incorporated",14.65,786218048.7,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",20.16,743246118.7,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc,0.5,17358159,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,0.0263,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw
CTSO,Cytosorbents Corporation,6.05,170210615.3,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,0.3641,60377173.78,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
DARE,"Dare Bioscience, Inc.",3.06,18504324.9,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dare
DRIO,DarioHealth Corp.,2.07,21193115.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.42,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow
DVA,DaVita Inc.,59.35,11347720000,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dva
DXR,Daxor Corporation,4.58,17361653.32,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxr
DBVT,DBV Technologies S.A.,48.07,1111341098,23119224,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt
DCPH,"Deciphera Pharmaceuticals, Inc.",20.15,643292578.5,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dcph
DMPI,"DelMar Pharmaceuticals, Inc.",0.8639,18618662.22,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dmpi
XRAY,DENTSPLY SIRONA Inc.,61.84,14192394157,n/a,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray
DEPO,"Depomed, Inc.",5.39,339510634.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DERM,"Dermira, Inc.",28.61,1189929239,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm
DXCM,"DexCom, Inc.",44.78,3876199162,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DXTR,Dextera Surgical Inc.,0.1867,9000102.394,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxtr
DRNA,"Dicerna Pharmaceuticals, Inc.",5.51,114852803.8,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
DFFN,Diffusion Pharmaceuticals Inc.,1.5601,22505545.49,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dffn
DRAD,Digirad Corporation,2.3,45949363.2,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DMTX,"Dimension Therapeutics, Inc.",5.975,150624689.2,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx
DPLO,"Diplomat Pharmacy, Inc.",21.39,1461001983,n/a,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/dplo
DVCR,Diversicare Healthcare Services Inc.,11.5,74276614,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
DOVA,"Dova Pharmaceuticals, Inc.",26.73,685690175.6,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dova
RDY,Dr. Reddy&#39;s Laboratories Ltd,36.68,6081616406,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdy
DRRX,DURECT Corporation,0.7776,114306108.2,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DYNT,Dynatronics Corporation,2.2501,10599195.05,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,20.4,1234152182,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
EGRX,"Eagle Pharmaceuticals, Inc.",52,774800000,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx
EDAP,EDAP TMS S.A.,3.19,93601917.86,29342294,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",10.46,322709744.3,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge
EDIT,"Editas Medicine, Inc.",24.01,1002085106,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/edit
EW,Edwards Lifesciences Corporation,113.08,23877750032,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ew
EGLT,Egalet Corporation,1.06,45631266.9,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt
EIGR,"Eiger BioPharmaceuticals, Inc.",12.8,107097984,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/eigr
ELMD,"Electromed, Inc.",7.46,61620845.82,n/a,2011,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/elmd
EBIO,"Eleven Biotherapeutics, Inc.",1.3,32110969.8,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio
LLY,Eli Lilly and Company,87.23,96039265585,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lly
EBS,"Emergent Biosolutions, Inc.",40.58,1672365389,n/a,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebs
ENTA,"Enanta Pharmaceuticals, Inc.",48.16,919392845.3,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta
ENDP,Endo International plc,7.72,1723814765,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",5.19,248390187.4,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",5.1,425516745.6,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/elgx
NDRA,ENDRA Life Sciences Inc.,2.9,11330378.3,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ndra
NDRAW,ENDRA Life Sciences Inc.,0.6,0,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ndraw
ENTL,"Entellus Medical, Inc.",18.86,479664908.9,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/entl
ETRM,EnteroMedics Inc.,2.05,34690364.45,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/etrm
EVHC,Envision Healthcare Corporation,45.13,5452904187,n/a,2016,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/evhc
ENZ,"Enzo Biochem, Inc.",9.98,464548022,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/enz
EPZM,"Epizyme, Inc.",17.05,1179222603,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epzm
ESPR,"Esperion Therapeutics, Inc.",47.19,1066171315,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/espr
EPIX,ESSA Pharma Inc.,0.28,8148528.92,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epix
EVOK,"Evoke Pharma, Inc.",3.44,52935838,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/evok
EXAS,Exact Sciences Corporation,49.15,5853589879,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
EXAC,"Exactech, Inc.",32,459138880,n/a,1996,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/exac
EXEL,"Exelixis, Inc.",27.17,7985390808,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel
ESRX,Express Scripts Holding Company,59.51,34369940990,n/a,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/esrx
EYEG,"Eyegate Pharmaceuticals, Inc.",1.09,18753208.02,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0924,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyegw
FATE,"Fate Therapeutics, Inc.",4.18,173118027.3,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/fate
FENC,Fennec Pharmaceuticals Inc.,10.4399,165542759,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/fenc
FCSC,Fibrocell Science Inc,2.8,41208064.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fcsc
FGEN,"FibroGen, Inc",54.65,3890819101,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fgen
FPRX,"Five Prime Therapeutics, Inc.",46.8,1352618374,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fprx
FVE,Five Star Senior Living Inc.,1.5,75082818,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fve
FLKS,"Flex Pharma, Inc.",3.34,60025865.44,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flks
FLXN,"Flexion Therapeutics, Inc.",23.15,738616121.6,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flxn
FONR,Fonar Corporation,33.05,212021071.1,n/a,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/fonr
FBIO,"Fortress Biotech, Inc.",3.98,201099863.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fbio
FWP,Forward Pharma A/S,6.12,70283824.2,11484285,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fwp
FMI,"Foundation Medicine, Inc.",41.1,1480493062,n/a,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/fmi
FMS,Fresenius Medical Care Corporation,48.89,30004875620,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fms
FLGT,"Fulgent Genetics, Inc.",3.94,69897534.54,n/a,2016,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/flgt
GTHX,"G1 Therapeutics, Inc.",22.05,623694789.9,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gthx
GLPG,Galapagos NV,100.85,1168567406,11587183,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glpg
GALT,Galectin Therapeutics Inc.,2.66,93237535.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galt
GALE,"Galena Biopharma, Inc.",0.3856,15793725.62,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gale
GLMD,Galmed Pharmaceuticals Ltd.,7.52,92254307.2,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glmd
GEMP,Gemphire Therapeutics Inc.,9.32,99099951.44,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gemp
GEN           ,"Genesis Healthcare, Inc.",1.04,162574444.2,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/gen
GENE,Genetic Technologies Ltd,0.922,12108989.27,13133394,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gene
GNMK,"GenMark Diagnostics, Inc.",7.92,432965942.6,n/a,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gnmk
GNCA,"Genocea Biosciences, Inc.",1.46,41862689.5,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnca
GHDX,"Genomic Health, Inc.",33.72,1168248553,n/a,2005,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ghdx
GERN,Geron Corporation,2.05,326387896.4,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gern
GILD,"Gilead Sciences, Inc.",81.21,1.06054E+11,n/a,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gild
GKOS,Glaukos Corporation,33.62,1157671383,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gkos
GSK,GlaxoSmithKline PLC,40.84,1.00438E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gsk
GBT,"Global Blood Therapeutics, Inc.",32.55,1421679970,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gbt
GPAC,Global Partner Acquisition Corp.,10.05,160697188.5,n/a,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/gpac
GPACU,Global Partner Acquisition Corp.,10.8642,0,n/a,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/gpacu
GPACW,Global Partner Acquisition Corp.,0.77,0,n/a,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/gpacw
GMED,"Globus Medical, Inc.",30.65,2951346122,n/a,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gmed
GLYC,"GlycoMimetics, Inc.",10.52,344246433.4,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glyc
GRFS,"Grifols, S.A.",21.62,3092103772,143020526,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/grfs
GTXI,"GTx, Inc.",7.92,170611919.3,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gtxi
GWPH,GW Pharmaceuticals Plc,107.63,2527228064,23480703,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gwph
HAE,Haemonetics Corporation,45.66,2402005439,n/a,1991,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hae
HALO,"Halozyme Therapeutics, Inc.",17.82,2528930824,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/halo
HYH,"Halyard Health, Inc.",44.01,2059304829,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/hyh
HCA,"HCA Healthcare, Inc.",81.05,29279288185,n/a,2011,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hca
HCSG,"Healthcare Services Group, Inc.",52.62,3850994700,n/a,1983,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hcsg
HLS,HealthSouth Corporation,46.58,4599057109,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hls
